company,company_id,ticker,industry,company_url
Mallinckrodt Pharmaceuticals,Q6744211,MNK,pharmaceutical industry,http://www.wikidata.org/entity/Q6744211
Manchester United F.C.,Q18656,,,http://www.wikidata.org/entity/Q18656
Manchester United plc,Q27346385,MANU,sports industry,http://www.wikidata.org/entity/Q27346385
Manitowoc Cranes,Q4043693,MTW,industrial manufacturing,http://www.wikidata.org/entity/Q4043693
Manulife Financial,Q1652574,MFC,insurance industry,http://www.wikidata.org/entity/Q1652574
Marathon Oil,Q1577587,MRO,petroleum industry,http://www.wikidata.org/entity/Q1577587
Marcus & Millichap,Q6757974,MMI,,http://www.wikidata.org/entity/Q6757974
Marcus Corporation,Q6758107,MCS,hospitality industry,http://www.wikidata.org/entity/Q6758107
MariaDB Corporation Ab,Q56826699,MRDB,software industry,http://www.wikidata.org/entity/Q56826699
Marin Software,Q6763754,,software as a service,http://www.wikidata.org/entity/Q6763754
MarkWest Energy,Q16981738,,petroleum industry,http://www.wikidata.org/entity/Q16981738
Markel Corporation,Q6770621,MKL,insurance,http://www.wikidata.org/entity/Q6770621
Markforged,Q96392042,MKFG,3D printing,http://www.wikidata.org/entity/Q96392042
Marriott Vacations Worldwide Corporation,Q6772994,VAC,tourism,http://www.wikidata.org/entity/Q6772994
Marsh & McLennan Companies,Q1786345,MMC,,http://www.wikidata.org/entity/Q1786345
Martha Stewart Living Omnimedia,Q6774578,MSO,broadcasting,http://www.wikidata.org/entity/Q6774578
Martin Marietta Materials,Q6776123,MLM,mining,http://www.wikidata.org/entity/Q6776123
MasTec,Q6782217,MTZ,construction,http://www.wikidata.org/entity/Q6782217
Masco,Q6782872,MAS,,http://www.wikidata.org/entity/Q6782872
Masonite International,Q6783802,DOOR,industrial manufacturing,http://www.wikidata.org/entity/Q6783802
Massey Energy,Q3297582,MEE,coal,http://www.wikidata.org/entity/Q3297582
Mastech Digital,Q52876645,MHH,,http://www.wikidata.org/entity/Q52876645
Mastercard,Q489921,MA,financial services,http://www.wikidata.org/entity/Q489921
Materion,Q4979671,MTRN,,http://www.wikidata.org/entity/Q4979671
"Matson, Inc.",Q6787989,MATX,shipping line,http://www.wikidata.org/entity/Q6787989
Maui Land & Pineapple Company,Q6792378,MLP,,http://www.wikidata.org/entity/Q6792378
MaxLinear,Q6794502,MXL,,http://www.wikidata.org/entity/Q6794502
Maximus Inc.,Q6795931,MMS,government contractor,http://www.wikidata.org/entity/Q6795931
McCormick & Company,Q1915049,MKC,food industry,http://www.wikidata.org/entity/Q1915049
McDermott International,Q1915079,,,http://www.wikidata.org/entity/Q1915079
McEwen Mining,Q6801109,MUX,mining,http://www.wikidata.org/entity/Q6801109
Mead Johnson,Q3303765,MJN,,http://www.wikidata.org/entity/Q3303765
MeadWestvaco,Q6803126,MWV,industrial manufacturing,http://www.wikidata.org/entity/Q6803126
Mechel,Q1915579,MTL,iron and steel industry,http://www.wikidata.org/entity/Q1915579
Medco Health Solutions,Q1364494,MHS,pharmacy benefits manager,http://www.wikidata.org/entity/Q1364494
Media General,Q6805492,MEG,mass media,http://www.wikidata.org/entity/Q6805492
Mediacom,Q3853691,MCCC,telecommunications,http://www.wikidata.org/entity/Q3853691
Medical Properties Trust,Q30693638,MPW,real estate investment trust,http://www.wikidata.org/entity/Q30693638
Medicis Pharmaceutical,Q6806775,MRX,pharmaceutical industry,http://www.wikidata.org/entity/Q6806775
Medifast,Q6806861,MED,,http://www.wikidata.org/entity/Q6806861
Mercury Insurance Group,Q16981897,MCY,insurance,http://www.wikidata.org/entity/Q16981897
Meredian Holdings Group Inc.,Q19865135,DNMR,biotechnology,http://www.wikidata.org/entity/Q19865135
Meredith Corporation,Q1921579,MDP,media company,http://www.wikidata.org/entity/Q1921579
Meritage Homes Corporation,Q6819538,MTH,,http://www.wikidata.org/entity/Q6819538
Meritor,Q322153,MTOR,,http://www.wikidata.org/entity/Q322153
Methode Electronics,Q18151484,MEI,electronics,http://www.wikidata.org/entity/Q18151484
Mettler Toledo,Q680186,MTD,,http://www.wikidata.org/entity/Q680186
Micro Focus International,Q1931458,MFGP,information technology,http://www.wikidata.org/entity/Q1931458
Micron Products,Q48741327,MICR,,http://www.wikidata.org/entity/Q48741327
Midas,Q3312613,MDS,,http://www.wikidata.org/entity/Q3312613
Milacron,Q19893981,,plastics industry,http://www.wikidata.org/entity/Q19893981
Miller Industries,Q96418958,MLR,automotive industry,http://www.wikidata.org/entity/Q96418958
Mindray,Q15138136,MR,,http://www.wikidata.org/entity/Q15138136
Mingyang Wind Power,Q6864857,MY,industrial manufacturing,http://www.wikidata.org/entity/Q6864857
Mississippi Power,Q17108791,mpj,public utility,http://www.wikidata.org/entity/Q17108791
Mitsubishi UFJ Financial Group,Q1542175,MTU,financial services,http://www.wikidata.org/entity/Q1542175
Mizuho Financial Group,Q166621,MFG,financial services,http://www.wikidata.org/entity/Q166621
Mobileye,Q2901365,MBLY,automotive industry,http://www.wikidata.org/entity/Q2901365
Moelis & Company,Q16953039,MC,financial services,http://www.wikidata.org/entity/Q16953039
Molson Coors Brewing Company,Q3319685,TAP,brewing industry,http://www.wikidata.org/entity/Q3319685
Monsanto,Q207983,MON,biotechnology,http://www.wikidata.org/entity/Q207983
Moody's Corporation,Q675585,MCO,financial services,http://www.wikidata.org/entity/Q675585
Moog Inc.,Q6907265,,aerospace engineering,http://www.wikidata.org/entity/Q6907265
Mortgage Guaranty Insurance Corporation,Q6914636,MTG,lenders mortgage insurance,http://www.wikidata.org/entity/Q6914636
Mueller Industries,Q16885315,MLI,,http://www.wikidata.org/entity/Q16885315
Mueller Water Products,Q16982326,MWA,,http://www.wikidata.org/entity/Q16982326
Murphy Oil,Q951259,MUR,petroleum industry,http://www.wikidata.org/entity/Q951259
Murphy USA,Q19604459,MUSA,petroleum industry,http://www.wikidata.org/entity/Q19604459
Mytheresa,Q53108351,MYTE,e-commerce,http://www.wikidata.org/entity/Q53108351
NACCO Industries,Q6952158,NC,,http://www.wikidata.org/entity/Q6952158
NCI Building Systems,Q16982478,NCS,,http://www.wikidata.org/entity/Q16982478
NCR Corporation,Q524989,VYX,information and communications technology,http://www.wikidata.org/entity/Q524989
NDTV,Q2985356,NDTV,mass media,http://www.wikidata.org/entity/Q2985356
NIS Group,Q11235714,NIS,,http://www.wikidata.org/entity/Q11235714
NL Industries,Q6954692,,,http://www.wikidata.org/entity/Q6954692
NRG Energy,Q6955139,NRG,electricity supply company,http://www.wikidata.org/entity/Q6955139
NSTAR,Q19866912,,public utility,http://www.wikidata.org/entity/Q19866912
NTT DoCoMo,Q853958,DCM,telecommunications,http://www.wikidata.org/entity/Q853958
NV Energy,Q1961658,,energy supply,http://www.wikidata.org/entity/Q1961658
NW Natural,Q6955989,NWN,,http://www.wikidata.org/entity/Q6955989
Nabors Industries,Q1962059,NBR,,http://www.wikidata.org/entity/Q1962059
Nam Tai Property,Q99976763,NTP,,http://www.wikidata.org/entity/Q99976763
NatWest Group,Q13218598,RBS,financial sector,http://www.wikidata.org/entity/Q13218598
National Fuel Gas,Q12859164,NFG,fossil fuel,http://www.wikidata.org/entity/Q12859164
National Oilwell Varco,Q1817417,NOV,,http://www.wikidata.org/entity/Q1817417
National Presto Industries,Q6975043,NPK,product,http://www.wikidata.org/entity/Q6975043
National Retail Properties,Q6978096,NNN,real estate investment trust,http://www.wikidata.org/entity/Q6978096
National Rural Utilities Cooperative Finance Corporation,Q17145638,NRUC,financial services,http://www.wikidata.org/entity/Q17145638
Natura & Co,Q130331887,NTCO,cosmetics industry,http://www.wikidata.org/entity/Q130331887
Natural Grocers,Q17146520,NGVC,retail,http://www.wikidata.org/entity/Q17146520
Natuzzi,Q3873359,NTZ,industrial manufacturing,http://www.wikidata.org/entity/Q3873359
"Nautilus, Inc.",Q3337196,NLS,,http://www.wikidata.org/entity/Q3337196
Navios Maritime Holdings,Q6982488,NNA,freight transport,http://www.wikidata.org/entity/Q6982488
"Neenah, Inc.",Q56527497,NP,papermaking,http://www.wikidata.org/entity/Q56527497
Nelnet,Q6990264,NNI,financial services,http://www.wikidata.org/entity/Q6990264
NetSuite,Q4045248,,software development,http://www.wikidata.org/entity/Q4045248
Netezza,Q3874960,,,http://www.wikidata.org/entity/Q3874960
Neustar,Q7002903,NSR,,http://www.wikidata.org/entity/Q7002903
New Gold,Q13529435,,mining,http://www.wikidata.org/entity/Q13529435
New Jersey Resources,Q7009312,NJR,,http://www.wikidata.org/entity/Q7009312
New Mountain Capital,Q7010502,,,http://www.wikidata.org/entity/Q7010502
New Oriental,Q13631921,EDU,educational system,http://www.wikidata.org/entity/Q13631921
New Relic,Q7011152,NEWR,software industry,http://www.wikidata.org/entity/Q7011152
New Senior Investment Group,Q25046191,SNR,real estate investment trust,http://www.wikidata.org/entity/Q25046191
New York & Company,Q7012977,NWY,retail,http://www.wikidata.org/entity/Q7012977
NewAlliance Bank,Q7005093,NAL,financial services,http://www.wikidata.org/entity/Q7005093
NewMarket Corporation,Q17562023,NEU,chemical industry,http://www.wikidata.org/entity/Q17562023
Newell Brands,Q667599,NWL,consumer goods industry,http://www.wikidata.org/entity/Q667599
Newfield Exploration,Q7017778,NFX,petroleum industry,http://www.wikidata.org/entity/Q7017778
Newpark Resources,Q17114287,NR,,http://www.wikidata.org/entity/Q17114287
Newsmax Media,Q11991273,NMAX,news media,http://www.wikidata.org/entity/Q11991273
NextEra Energy,Q967868,NEE,energy company,http://www.wikidata.org/entity/Q967868
NextEra Energy Partners,Q20667333,NEP,,http://www.wikidata.org/entity/Q20667333
Nextdoor,Q7021239,KIND,,http://www.wikidata.org/entity/Q7021239
NiSource,Q1984481,NI,public utility,http://www.wikidata.org/entity/Q1984481
Nicolet Bankshares,Q24960003,NIC,,http://www.wikidata.org/entity/Q24960003
Nidec,Q3341241,NJ,,http://www.wikidata.org/entity/Q3341241
Nio Inc.,Q29921278,NIO,automotive industry,http://www.wikidata.org/entity/Q29921278
Niska Gas Storage Partners,Q16958140,NKA,,http://www.wikidata.org/entity/Q16958140
Noah Holdings,Q121001340,NOAH,financial services,http://www.wikidata.org/entity/Q121001340
Noble Corporation,Q7045708,NE,petroleum industry,http://www.wikidata.org/entity/Q7045708
Noble Energy,Q2659099,NBL,petroleum industry,http://www.wikidata.org/entity/Q2659099
Nomura Group,Q658089,NMR,,http://www.wikidata.org/entity/Q658089
Nomura Holdings,Q1295105,NMR,financial services,http://www.wikidata.org/entity/Q1295105
Nord Anglia Education,Q7050535,,,http://www.wikidata.org/entity/Q7050535
Nordic American Offshore,Q63296010,NAO,,http://www.wikidata.org/entity/Q63296010
Nordion,Q907227,NDZ,pharmaceutical industry,http://www.wikidata.org/entity/Q907227
Nordstrom,Q174310,JWN,retail,http://www.wikidata.org/entity/Q174310
Norfolk Southern Corporation,Q20858163,NSC,,http://www.wikidata.org/entity/Q20858163
Norfolk Southern Railway,Q1321054,NSC,transport,http://www.wikidata.org/entity/Q1321054
Nortel,Q464996,NT,telecommunications,http://www.wikidata.org/entity/Q464996
NorthWestern Energy,Q7053620,,public utility,http://www.wikidata.org/entity/Q7053620
Northern Tier Energy,Q20486931,NTI,petroleum industry,http://www.wikidata.org/entity/Q20486931
Norwegian Cruise Line Holdings Ltd.,Q60767471,NCLH,,http://www.wikidata.org/entity/Q60767471
Novartis,Q507154,NVS,chemical industry,http://www.wikidata.org/entity/Q507154
Nu Holdings Ltd.,Q107453017,NU,,http://www.wikidata.org/entity/Q107453017
Nu Skin Enterprises,Q1764040,NUS,personal care product,http://www.wikidata.org/entity/Q1764040
NuScale,Q7067710,SMR,energy industry,http://www.wikidata.org/entity/Q7067710
NuStar Energy,Q7067712,NS,petroleum industry,http://www.wikidata.org/entity/Q7067712
Nubank,Q25422888,NU,financial services,http://www.wikidata.org/entity/Q25422888
Nutrien,Q48742870,NTR,agriculture,http://www.wikidata.org/entity/Q48742870
OFG Bancorp,Q7102329,OFG,financial services,http://www.wikidata.org/entity/Q7102329
OM Group,Q1545542,OMG,chemical industry,http://www.wikidata.org/entity/Q1545542
OMNOVA Solutions,Q7072730,OMN,,http://www.wikidata.org/entity/Q7072730
ON24,Q17072593,ONTF,software as a service,http://www.wikidata.org/entity/Q17072593
ONE Gas,Q16983192,OGS,public utility,http://www.wikidata.org/entity/Q16983192
ONEOK,Q11074156,OKE,public utility,http://www.wikidata.org/entity/Q11074156
OR Royalties,Q96419113,OR,,http://www.wikidata.org/entity/Q96419113
"Oak Street Health, Inc.",Q106207298,OSH,,http://www.wikidata.org/entity/Q106207298
Oaktree Capital Management,Q2008551,OAK-B,financial services,http://www.wikidata.org/entity/Q2008551
Obsidian Energy,Q764321,OBE,petroleum industry,http://www.wikidata.org/entity/Q764321
Occidental Petroleum,Q2013357,OXY,petroleum industry,http://www.wikidata.org/entity/Q2013357
Ocwen,Q7077162,,financial services,http://www.wikidata.org/entity/Q7077162
Oil States International,Q17182243,OIS,petroleum industry,http://www.wikidata.org/entity/Q17182243
Oklahoma Gas & Electric,Q2007484,OGE,,http://www.wikidata.org/entity/Q2007484
Oklo,Q110706493,OKLO,nuclear industry,http://www.wikidata.org/entity/Q110706493
Old Republic International,Q7084833,ORI,insurance,http://www.wikidata.org/entity/Q7084833
Olin Corporation,Q7086908,OLN,chemical industry,http://www.wikidata.org/entity/Q7086908
Olo,Q5574638,OLO,Internet,http://www.wikidata.org/entity/Q5574638
Omega Protein,Q7090016,OME,,http://www.wikidata.org/entity/Q7090016
Omnicare,Q7090375,,pharmacy,http://www.wikidata.org/entity/Q7090375
Omnicom Group,Q1519267,OMC,mass media,http://www.wikidata.org/entity/Q1519267
OnDeck Capital,Q24204582,ONDK,fintech,http://www.wikidata.org/entity/Q24204582
One by AOL,Q6858766,MM,,http://www.wikidata.org/entity/Q6858766
OneBeacon,Q7092365,,insurance,http://www.wikidata.org/entity/Q7092365
OneConnect,Q85884912,OCFT,financial services,http://www.wikidata.org/entity/Q85884912
OneMain Financial,Q28444592,OMF,financial services,http://www.wikidata.org/entity/Q28444592
Onto Innovation,Q7377461,ONTO,,http://www.wikidata.org/entity/Q7377461
Ooma,Q7095328,OOMA,telecommunications,http://www.wikidata.org/entity/Q7095328
Opower,Q7098529,OPWR,software industry,http://www.wikidata.org/entity/Q7098529
OppFi Inc.,Q130281150,OPFI,fintech,http://www.wikidata.org/entity/Q130281150
Oppenheimer Holdings,Q7098552,OPY,financial services,http://www.wikidata.org/entity/Q7098552
Orbital Sciences Corporation,Q1030096,ORB,aerospace industry,http://www.wikidata.org/entity/Q1030096
"Oregon Tool, Inc.",Q20857833,BLT,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q20857833
Organon & Co.,Q903372,OGN,pharmaceutical industry,http://www.wikidata.org/entity/Q903372
Orion Office REIT,Q109619213,ONL,real property,http://www.wikidata.org/entity/Q109619213
Orix,Q906055,IX,financial services,http://www.wikidata.org/entity/Q906055
Ormat Technologies,Q1549511,ORA,,http://www.wikidata.org/entity/Q1549511
Oscar Health,Q24204297,OSCR,insurance industry,http://www.wikidata.org/entity/Q24204297
Oshkosh Corporation,Q1969091,OSK,automotive industry,http://www.wikidata.org/entity/Q1969091
Otis Worldwide Corporation,Q1134069,OTIS,,http://www.wikidata.org/entity/Q1134069
Ouster,Q97574745,OUST,,http://www.wikidata.org/entity/Q97574745
Outfront Media,Q23090931,OUT,out-of-home advertising,http://www.wikidata.org/entity/Q23090931
Owens & Minor,Q7114733,OMI,health care,http://www.wikidata.org/entity/Q7114733
Owens Corning,Q7114736,OC,,http://www.wikidata.org/entity/Q7114736
Owens-Illinois,Q180106,OI,product packaging industry,http://www.wikidata.org/entity/Q180106
Oxford Industries,Q7115371,OXM,textile industry,http://www.wikidata.org/entity/Q7115371
PBF Energy,Q16979157,PBF,petroleum industry,http://www.wikidata.org/entity/Q16979157
PDD Holdings,Q124461238,PDD,e-commerce,http://www.wikidata.org/entity/Q124461238
PGi,Q1576191,,,http://www.wikidata.org/entity/Q1576191
PHH Corporation,Q7119231,PHH,financial services,http://www.wikidata.org/entity/Q7119231
PJT Partners,Q23680081,PJT,investment bank,http://www.wikidata.org/entity/Q23680081
PLDT,Q644167,PHI,telecommunications,http://www.wikidata.org/entity/Q644167
PNC Financial Services,Q38928,PNC,economics of banking,http://www.wikidata.org/entity/Q38928
POSCO,Q483946,PKX,iron and steel industry,http://www.wikidata.org/entity/Q483946
PPG Industries,Q48754,PPG,paint,http://www.wikidata.org/entity/Q48754
PPL,Q2044512,PPL,electricity supply company,http://www.wikidata.org/entity/Q2044512
PROS,Q20858221,PRO,,http://www.wikidata.org/entity/Q20858221
PS Business Parks,Q7120810,PSB,real estate investment trust,http://www.wikidata.org/entity/Q7120810
Pacific Gas and Electric Company,Q1815011,PCG,,http://www.wikidata.org/entity/Q1815011
PagSeguro,Q7124128,PAGS,,http://www.wikidata.org/entity/Q7124128
PagerDuty,Q48989804,PD,information technology industry,http://www.wikidata.org/entity/Q48989804
Pall Corporation,Q1532489,,biotechnology,http://www.wikidata.org/entity/Q1532489
Pampa Energía,Q2838738,pam,energy supply,http://www.wikidata.org/entity/Q2838738
Park Electrochemical Corp,Q16983368,PKE,,http://www.wikidata.org/entity/Q16983368
Park Hotels & Resorts,Q55075186,PK,hospitality industry,http://www.wikidata.org/entity/Q55075186
Parker Hannifin,Q1470619,PH,industrial manufacturing,http://www.wikidata.org/entity/Q1470619
Parkway Properties,Q16983374,,real estate investment trust,http://www.wikidata.org/entity/Q16983374
Parsons Corporation,Q3896512,PSN,information technology,http://www.wikidata.org/entity/Q3896512
Party City,Q7140896,PRTY,retail,http://www.wikidata.org/entity/Q7140896
Paycom,Q17084959,PAYC,human resource management,http://www.wikidata.org/entity/Q17084959
Payless ShoeSource,Q7156755,PSS,,http://www.wikidata.org/entity/Q7156755
Paysafe Group,Q1977666,PSFE,,http://www.wikidata.org/entity/Q1977666
Peabody Energy,Q1785549,BTU,mining of coal,http://www.wikidata.org/entity/Q1785549
Pearson plc,Q1916402,PSO,construction,http://www.wikidata.org/entity/Q1916402
Pediatrix Medical Group,Q16981865,MD,,http://www.wikidata.org/entity/Q16981865
Pembina Pipeline,Q7161915,PBA,petroleum industry,http://www.wikidata.org/entity/Q7161915
Pengrowth Energy,Q7162745,PGH,petroleum industry,http://www.wikidata.org/entity/Q7162745
Pennsylvania Real Estate Investment Trust,Q7164054,PEI,real estate investment trust,http://www.wikidata.org/entity/Q7164054
Penske Automotive Group,Q1975799,PAG,automotive industry,http://www.wikidata.org/entity/Q1975799
Pentair,Q7165001,PNR,,http://www.wikidata.org/entity/Q7165001
Penumbra,Q104822216,,,http://www.wikidata.org/entity/Q104822216
Pep Boys,Q3375007,PBY,,http://www.wikidata.org/entity/Q3375007
"Pepco Holdings, Inc.",Q577911,POM,energy supply,http://www.wikidata.org/entity/Q577911
Perfect Corp,Q124528304,PERF,,http://www.wikidata.org/entity/Q124528304
Performance Food Group,Q2070689,PFGC,,http://www.wikidata.org/entity/Q2070689
Permian Basin Royalty Trust,Q7169321,PBT,petroleum industry,http://www.wikidata.org/entity/Q7169321
Perrigo Company Plc,Q2916497,PRGO,pharmaceutical industry,http://www.wikidata.org/entity/Q2916497
Pershing Square Tontine Holdings,Q105853613,PSTH,,http://www.wikidata.org/entity/Q105853613
Perspecta Inc.,Q97359908,PRSP,computer security,http://www.wikidata.org/entity/Q97359908
"Pet, Inc.",Q7171522,,dairy,http://www.wikidata.org/entity/Q7171522
PetroChina Company Limited,Q503182,PTR,petroleum industry,http://www.wikidata.org/entity/Q503182
Petrobras,Q210047,PBR,petroleum industry,http://www.wikidata.org/entity/Q210047
Petrobras Argentina,Q3377614,PZE,petroleum industry,http://www.wikidata.org/entity/Q3377614
Petroleum & Resources Corporation,Q7178935,PEO,investment,http://www.wikidata.org/entity/Q7178935
PharMerica,Q3378100,,,http://www.wikidata.org/entity/Q3378100
Phoenix Tree Holdings Limited,Q85884125,DNK,,http://www.wikidata.org/entity/Q85884125
Phreesia Inc.,Q7188106,PHR,,http://www.wikidata.org/entity/Q7188106
Pier 1 Imports,Q7191691,PIR,e-commerce,http://www.wikidata.org/entity/Q7191691
Ping Identity,Q85793376,PING,,http://www.wikidata.org/entity/Q85793376
Pinnacle Entertainment,Q7196290,,,http://www.wikidata.org/entity/Q7196290
Pinnacle West Capital Corporation,Q26110522,PNW,electricity supply company,http://www.wikidata.org/entity/Q26110522
Pinterest Inc.,Q96095585,PINS,social media,http://www.wikidata.org/entity/Q96095585
Pioneer Natural Resources,Q4046987,PXD,petroleum industry,http://www.wikidata.org/entity/Q4046987
Piper Sandler Companies,Q3389022,PIPR,financial services,http://www.wikidata.org/entity/Q3389022
Pitney Bowes,Q428977,PBI,service,http://www.wikidata.org/entity/Q428977
Pivotal Software,Q16335785,,software industry,http://www.wikidata.org/entity/Q16335785
Plains All American Pipeline,Q7200719,,petroleum industry,http://www.wikidata.org/entity/Q7200719
Plains Exploration & Production,Q7200726,PXP,petroleum industry,http://www.wikidata.org/entity/Q7200726
Plains GP Holdings,Q19730939,PAGP,,http://www.wikidata.org/entity/Q19730939
Planet Fitness,Q7201095,PLNT,,http://www.wikidata.org/entity/Q7201095
Plantronics,Q1531473,,electronics,http://www.wikidata.org/entity/Q1531473
Plum Creek Timber,Q1751032,PCL,real estate investment trust,http://www.wikidata.org/entity/Q1751032
Polaris,Q1850587,PII,automotive industry,http://www.wikidata.org/entity/Q1850587
Portland General Electric,Q7231939,POR,public utility,http://www.wikidata.org/entity/Q7231939
Post Consumer Brands,Q7233641,,food processing,http://www.wikidata.org/entity/Q7233641
Post Holdings,Q27988145,POST,food processing,http://www.wikidata.org/entity/Q27988145
Post Properties,Q7233708,PPS,apartment,http://www.wikidata.org/entity/Q7233708
Potash Corporation of Saskatchewan,Q902908,POT,,http://www.wikidata.org/entity/Q902908
Precision Castparts Corp.,Q7239519,PCP,aerospace engineering,http://www.wikidata.org/entity/Q7239519
Precision Drilling,Q2108251,PDS,petroleum industry,http://www.wikidata.org/entity/Q2108251
Prestige Brands,Q7241774,PBH,,http://www.wikidata.org/entity/Q7241774
Primerica,Q7243481,PRI,financial services,http://www.wikidata.org/entity/Q7243481
Primo Water,Q2071102,PRMW,business service,http://www.wikidata.org/entity/Q2071102
ProAssurance,Q7246635,PRA,insurance,http://www.wikidata.org/entity/Q7246635
Procore,Q25831309,PCOR,construction,http://www.wikidata.org/entity/Q25831309
Prologis,Q16983765,PLD,real estate investment trust,http://www.wikidata.org/entity/Q16983765
Prosperity Bancshares,Q7250893,PB,economics of banking,http://www.wikidata.org/entity/Q7250893
Protective Life,Q7251369,,insurance,http://www.wikidata.org/entity/Q7251369
Proto Labs,Q17152492,PRLB,,http://www.wikidata.org/entity/Q17152492
Provida,Q7252351,pvd,pension,http://www.wikidata.org/entity/Q7252351
Provident Bank of New Jersey,Q7252517,PFS,finance,http://www.wikidata.org/entity/Q7252517
Prudential plc,Q1374135,PUK,insurance,http://www.wikidata.org/entity/Q1374135
Public Service Enterprise Group,Q930919,PEG,public utility,http://www.wikidata.org/entity/Q930919
Public Storage,Q1156045,PSA,real estate investment trust,http://www.wikidata.org/entity/Q1156045
PulteGroup,Q7259716,PHM,,http://www.wikidata.org/entity/Q7259716
QEP Resources,Q47080830,QEP,petroleum industry,http://www.wikidata.org/entity/Q47080830
Qiagen,Q315287,QGEN,biotechnology,http://www.wikidata.org/entity/Q315287
Qihoo 360,Q7267707,QIHU,software industry,http://www.wikidata.org/entity/Q7267707
Qimonda,Q682533,,,http://www.wikidata.org/entity/Q682533
Quad,Q7268255,QUAD,,http://www.wikidata.org/entity/Q7268255
Quaker Chemical Corporation,Q16983837,KWR,chemical industry,http://www.wikidata.org/entity/Q16983837
Quality Technology Services,Q18392800,,real estate investment trust,http://www.wikidata.org/entity/Q18392800
Quanergy,Q43401341,,,http://www.wikidata.org/entity/Q43401341
Quanta Services,Q7268886,PWR,,http://www.wikidata.org/entity/Q7268886
QuantumScape,Q99036143,QS,,http://www.wikidata.org/entity/Q99036143
Qudian,Q59089890,QD,financial services,http://www.wikidata.org/entity/Q59089890
Questar Corporation,Q7271499,STR,petroleum industry,http://www.wikidata.org/entity/Q7271499
Quiksilver,Q1329463,ZQK,textile industry,http://www.wikidata.org/entity/Q1329463
Qwest Corporation,Q7273147,,telecommunications,http://www.wikidata.org/entity/Q7273147
R1 RCM,Q4672868,RCM,,http://www.wikidata.org/entity/Q4672868
RELX,Q998470,RELX,,http://www.wikidata.org/entity/Q998470
REX American Resources,Q17143142,REX,,http://www.wikidata.org/entity/Q17143142
RLI Corp.,Q7276947,RLI,insurance industry,http://www.wikidata.org/entity/Q7276947
RLX Technology Inc.,Q105965623,RLX,,http://www.wikidata.org/entity/Q105965623
RPM International,Q48755,RPM,paint,http://www.wikidata.org/entity/Q48755
RPT Realty,Q7289304,RPT,real estate investment trust,http://www.wikidata.org/entity/Q7289304
RR Donnelley,Q2124539,RRD,,http://www.wikidata.org/entity/Q2124539
RTI International Metals,Q7277843,,,http://www.wikidata.org/entity/Q7277843
RYB Education,Q43452224,RYB,educational system,http://www.wikidata.org/entity/Q43452224
Rackspace Technology,Q2990586,RXT,cloud computing,http://www.wikidata.org/entity/Q2990586
Radian Group,Q7280290,RDN,insurance,http://www.wikidata.org/entity/Q7280290
RadioShack,Q1195490,,retail,http://www.wikidata.org/entity/Q1195490
Range Resources,Q4048013,RRC,petroleum industry,http://www.wikidata.org/entity/Q4048013
Ranger Oil Corporation,Q7163348,,,http://www.wikidata.org/entity/Q7163348
Ranpak,Q97188497,PACK,,http://www.wikidata.org/entity/Q97188497
Raymond James Financial,Q7298901,RJF,investment,http://www.wikidata.org/entity/Q7298901
Rayonier,Q7299366,RYN,,http://www.wikidata.org/entity/Q7299366
Rayonier Advanced Materials,Q18619467,RYAM,,http://www.wikidata.org/entity/Q18619467
Raytheon,Q156644,RTN,aerospace industry,http://www.wikidata.org/entity/Q156644
RealD,Q3421578,RLD,,http://www.wikidata.org/entity/Q3421578
Realty Income Corporation,Q7301386,O,real estate investment trust,http://www.wikidata.org/entity/Q7301386
Red Hat,Q485593,RHT,software industry,http://www.wikidata.org/entity/Q485593
Red Lion Hotels Corporation,Q7304530,RLH,,http://www.wikidata.org/entity/Q7304530
Redwire,Q106432676,RDW,aerospace industry,http://www.wikidata.org/entity/Q106432676
Regal Rexnord,Q7307899,RRX,,http://www.wikidata.org/entity/Q7307899
Regency Centers,Q7308000,REG,real estate investment trust,http://www.wikidata.org/entity/Q7308000
Regions Financial Corporation,Q917131,RF,economics of banking,http://www.wikidata.org/entity/Q917131
Regis Corporation,Q7309325,RGS,,http://www.wikidata.org/entity/Q7309325
Reinsurance Group of America,Q1793182,RGA,insurance industry,http://www.wikidata.org/entity/Q1793182
"Reliance, Inc.",Q7311031,RS,,http://www.wikidata.org/entity/Q7311031
RenaissanceRe,Q16984071,RNR,,http://www.wikidata.org/entity/Q16984071
Renren,Q784022,RENN,social networking service,http://www.wikidata.org/entity/Q784022
Rentokil Initial,Q2622493,RTO,pest control,http://www.wikidata.org/entity/Q2622493
Repsol Oil & Gas Canada,Q838716,TLM,petroleum industry,http://www.wikidata.org/entity/Q838716
Resideo,Q110443096,REZI,,http://www.wikidata.org/entity/Q110443096
Resmed,Q7314903,RMD,,http://www.wikidata.org/entity/Q7314903
Resolute Forest Products,Q3406795,,pulp and paper industry,http://www.wikidata.org/entity/Q3406795
Restaurant Brands International,Q18619470,QSR,food service,http://www.wikidata.org/entity/Q18619470
Restoration Hardware,Q7316207,RH,retail,http://www.wikidata.org/entity/Q7316207
Revlon,Q1459595,REV,cosmetics industry,http://www.wikidata.org/entity/Q1459595
Revvity,Q120467527,RVTY,biotechnology,http://www.wikidata.org/entity/Q120467527
